frequencies,amplitudes
0.0,3.955078125e-06
10.0,0.0012012083656021183
20.0,0.0022761119582485503
30.0,0.003115498395858185
40.0,0.0036437143936333427
50.0,0.0038268425666628902
60.0,0.9077073277657175
70.0,0.003241454632192844
80.0,0.0026084283706211695
90.0,0.001875498987299216
100.0,0.0011428098266728956
110.0,0.0004970455391033622
120.0,4.085347758578738e-06
130.0,0.00031895837669390474
140.0,0.0004594349612084777
150.0,0.0004500295322196371
